entry,at,order
"""Dan @ ZB3s47J263"" shows a 9♠, A♥.",2020-12-05T06:59:23.040Z,160715156304102
"""Linan @ PKTux6PUMb"" collected 300 from pot with Flush, Ad High (combination: A♦, K♦, J♦, 8♦, 7♦)",2020-12-05T06:59:23.040Z,160715156304101
"""Linan @ PKTux6PUMb"" shows a 8♦, 5♣.",2020-12-05T06:59:23.040Z,160715156304100
"""Linan @ PKTux6PUMb"" calls 100",2020-12-05T06:59:22.233Z,160715156223400
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T06:59:21.393Z,160715156139300
"""Dan @ ZB3s47J263"" raises to 100",2020-12-05T06:59:11.547Z,160715155154800
"""Linan @ PKTux6PUMb"" bets 50",2020-12-05T06:59:07.940Z,160715154794100
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:59:05.408Z,160715154540900
"river: A♦, J♦, K♦, 4♥ [7♦]",2020-12-05T06:59:02.358Z,160715154236000
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:59:01.542Z,160715154154300
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:59:00.375Z,160715154037600
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:58:59.505Z,160715153950600
"turn: A♦, J♦, K♦ [4♥]",2020-12-05T06:58:57.108Z,160715153711300
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:58:56.296Z,160715153630100
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:58:54.710Z,160715153471100
"""Jen @ XqgTOswofW"" folds",2020-12-05T06:58:53.854Z,160715153385400
"""joe @ To7KZmMlPh"" folds",2020-12-05T06:58:53.006Z,160715153301000
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:58:48.638Z,160715152863900
"flop:  [A♦, J♦, K♦]",2020-12-05T06:58:43.999Z,160715152400000
"""joe @ To7KZmMlPh"" checks",2020-12-05T06:58:43.193Z,160715152319300
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T06:58:41.185Z,160715152118600
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T06:58:38.903Z,160715151890400
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T06:58:37.826Z,160715151782700
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T06:58:36.990Z,160715151699100
"""CreamPuff @ owJOiR5UW9"" folds",2020-12-05T06:58:36.154Z,160715151615500
"""joe @ To7KZmMlPh"" posts a big blind of 20",2020-12-05T06:58:28.229Z,160715150823009
"""Tim @ OuRDJHZx-C"" posts a small blind of 10",2020-12-05T06:58:28.229Z,160715150823008
"Your hand is 8♦, 5♣",2020-12-05T06:58:28.229Z,160715150823006
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3373) | #2 ""joe @ To7KZmMlPh"" (2109) | #4 ""CreamPuff @ owJOiR5UW9"" (992) | #6 ""Jen @ XqgTOswofW"" (5730) | #7 ""Linan @ PKTux6PUMb"" (2825) | #8 ""Dan @ ZB3s47J263"" (2853)",2020-12-05T06:58:28.229Z,160715150823001
"-- starting hand #135  (No Limit Texas Hold'em) (dealer: ""Dan @ ZB3s47J263"") --",2020-12-05T06:58:28.229Z,160715150823000
"-- ending hand #134 --",2020-12-05T06:58:21.193Z,160715150119403
"""Tim @ OuRDJHZx-C"" shows a K♠, A♦.",2020-12-05T06:58:21.193Z,160715150119402
"""Jen @ XqgTOswofW"" collected 1220 from pot with Flush, Kh High (combination: K♥, 10♥, 9♥, 8♥, 5♥, 3♥)",2020-12-05T06:58:21.193Z,160715150119401
"""Jen @ XqgTOswofW"" shows a 10♥, 9♥.",2020-12-05T06:58:21.193Z,160715150119400
"""Jen @ XqgTOswofW"" calls 200",2020-12-05T06:58:20.388Z,160715150038800
"""Tim @ OuRDJHZx-C"" bets 200",2020-12-05T06:58:18.782Z,160715149878200
"river: 8♥, 3♥, K♥, 5♥ [K♣]",2020-12-05T06:58:09.891Z,160715148989500
"""Jen @ XqgTOswofW"" checks",2020-12-05T06:58:09.084Z,160715148908400
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:58:02.048Z,160715148204800
"turn: 8♥, 3♥, K♥ [5♥]",2020-12-05T06:57:53.910Z,160715147391100
"""Tim @ OuRDJHZx-C"" calls 200",2020-12-05T06:57:53.105Z,160715147310600
"""Dan @ ZB3s47J263"" folds",2020-12-05T06:57:47.876Z,160715146787700
"""Linan @ PKTux6PUMb"" folds",2020-12-05T06:57:46.977Z,160715146697800
"""Jen @ XqgTOswofW"" raises to 200",2020-12-05T06:57:44.921Z,160715146492200
"""CreamPuff @ owJOiR5UW9"" folds",2020-12-05T06:57:37.338Z,160715145733900
"""Tim @ OuRDJHZx-C"" bets 80",2020-12-05T06:57:35.987Z,160715145598800
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:57:31.507Z,160715145150800
"flop:  [8♥, 3♥, K♥]",2020-12-05T06:57:29.036Z,160715144903700
"""Dan @ ZB3s47J263"" calls 80",2020-12-05T06:57:28.229Z,160715144822900
"""Linan @ PKTux6PUMb"" calls 80",2020-12-05T06:57:27.325Z,160715144732500
"""Jen @ XqgTOswofW"" calls 80",2020-12-05T06:57:25.040Z,160715144504000
"""CreamPuff @ owJOiR5UW9"" calls 80",2020-12-05T06:57:23.466Z,160715144346700
"""joe @ To7KZmMlPh"" folds",2020-12-05T06:57:20.187Z,160715144018800
"""Tim @ OuRDJHZx-C"" raises to 80",2020-12-05T06:57:17.202Z,160715143720300
"""Dan @ ZB3s47J263"" calls 40",2020-12-05T06:57:14.379Z,160715143438000
"""Linan @ PKTux6PUMb"" calls 40",2020-12-05T06:57:13.140Z,160715143314100
"""Jen @ XqgTOswofW"" raises to 40",2020-12-05T06:57:12.004Z,160715143200500
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T06:57:07.099Z,160715142709900
"""joe @ To7KZmMlPh"" calls 20",2020-12-05T06:57:06.197Z,160715142619800
"""Tim @ OuRDJHZx-C"" posts a big blind of 20",2020-12-05T06:57:03.576Z,160715142357709
"""Dan @ ZB3s47J263"" posts a small blind of 10",2020-12-05T06:57:03.576Z,160715142357708
"Your hand is 5♣, 9♠",2020-12-05T06:57:03.576Z,160715142357706
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3853) | #2 ""joe @ To7KZmMlPh"" (2129) | #4 ""CreamPuff @ owJOiR5UW9"" (1072) | #6 ""Jen @ XqgTOswofW"" (4990) | #7 ""Linan @ PKTux6PUMb"" (2905) | #8 ""Dan @ ZB3s47J263"" (2933)",2020-12-05T06:57:03.576Z,160715142357701
"-- starting hand #134  (No Limit Texas Hold'em) (dealer: ""Linan @ PKTux6PUMb"") --",2020-12-05T06:57:03.576Z,160715142357700
"""Linan @ PKTux6PUMb"" shows a 7♣, 6♦.",2020-12-05T06:56:58.511Z,160715141851200
"-- ending hand #133 --",2020-12-05T06:56:56.571Z,160715141657202
"""Dan @ ZB3s47J263"" collected 680 from pot with Three of a Kind, 5's (combination: 5♠, 5♥, 5♦, Q♣, 9♣)",2020-12-05T06:56:56.571Z,160715141657201
"""Dan @ ZB3s47J263"" shows a 7♥, 5♠.",2020-12-05T06:56:56.571Z,160715141657200
"""Linan @ PKTux6PUMb"" calls 80",2020-12-05T06:56:55.767Z,160715141576800
"""Jen @ XqgTOswofW"" folds",2020-12-05T06:56:53.038Z,160715141303800
"""joe @ To7KZmMlPh"" folds",2020-12-05T06:56:51.732Z,160715141173300
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T06:56:50.493Z,160715141049400
"""Dan @ ZB3s47J263"" raises to 80",2020-12-05T06:56:48.302Z,160715140830300
"""Linan @ PKTux6PUMb"" calls 40",2020-12-05T06:56:46.330Z,160715140633000
"""Jen @ XqgTOswofW"" calls 40",2020-12-05T06:56:45.487Z,160715140548800
"""joe @ To7KZmMlPh"" bets 40",2020-12-05T06:56:41.603Z,160715140160400
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:56:38.187Z,160715139818700
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:56:36.458Z,160715139645900
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:56:34.778Z,160715139477900
"river: 9♣, Q♣, 6♥, 5♥ [5♦]",2020-12-05T06:56:31.963Z,160715139196800
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T06:56:31.158Z,160715139115900
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T06:56:29.398Z,160715138939900
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T06:56:28.455Z,160715138845600
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T06:56:27.427Z,160715138742800
"""joe @ To7KZmMlPh"" bets 20",2020-12-05T06:56:25.719Z,160715138572000
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:56:24.196Z,160715138419700
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:56:22.514Z,160715138251500
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:56:21.107Z,160715138110800
"turn: 9♣, Q♣, 6♥ [5♥]",2020-12-05T06:56:18.999Z,160715137900200
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T06:56:18.192Z,160715137819300
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T06:56:17.257Z,160715137727000
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T06:56:15.690Z,160715137569100
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T06:56:12.320Z,160715137232100
"""CreamPuff @ owJOiR5UW9"" folds",2020-12-05T06:56:11.478Z,160715137147900
"""joe @ To7KZmMlPh"" bets 20",2020-12-05T06:56:08.203Z,160715136820300
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:56:05.768Z,160715136576800
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:56:04.180Z,160715136418000
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:56:03.282Z,160715136328300
"flop:  [9♣, Q♣, 6♥]",2020-12-05T06:55:58.820Z,160715135882200
"""Tim @ OuRDJHZx-C"" calls 40",2020-12-05T06:55:58.015Z,160715135801500
"""Dan @ ZB3s47J263"" calls 40",2020-12-05T06:55:55.762Z,160715135576200
"""Linan @ PKTux6PUMb"" calls 40",2020-12-05T06:55:54.831Z,160715135483400
"""Jen @ XqgTOswofW"" calls 40",2020-12-05T06:55:52.283Z,160715135228400
"""CreamPuff @ owJOiR5UW9"" calls 40",2020-12-05T06:55:51.440Z,160715135144000
"""joe @ To7KZmMlPh"" raises to 40",2020-12-05T06:55:48.586Z,160715134858700
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T06:55:39.541Z,160715133954100
"""Dan @ ZB3s47J263"" posts a big blind of 20",2020-12-05T06:55:35.841Z,160715133584209
"""Linan @ PKTux6PUMb"" posts a small blind of 10",2020-12-05T06:55:35.841Z,160715133584208
"Your hand is 7♣, 6♦",2020-12-05T06:55:35.841Z,160715133584206
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3933) | #2 ""joe @ To7KZmMlPh"" (2249) | #4 ""CreamPuff @ owJOiR5UW9"" (1112) | #6 ""Jen @ XqgTOswofW"" (5110) | #7 ""Linan @ PKTux6PUMb"" (3065) | #8 ""Dan @ ZB3s47J263"" (2413)",2020-12-05T06:55:35.841Z,160715133584201
"-- starting hand #133  (No Limit Texas Hold'em) (dealer: ""Jen @ XqgTOswofW"") --",2020-12-05T06:55:35.841Z,160715133584200
"-- ending hand #132 --",2020-12-05T06:55:28.801Z,160715132880203
"""Jen @ XqgTOswofW"" shows a 4♥, 10♣.",2020-12-05T06:55:28.801Z,160715132880202
"""Dan @ ZB3s47J263"" collected 300 from pot with Flush, As High (combination: A♠, J♠, 10♠, 8♠, 6♠, 4♠)",2020-12-05T06:55:28.801Z,160715132880201
"""Dan @ ZB3s47J263"" shows a 10♠, A♠.",2020-12-05T06:55:28.801Z,160715132880200
"""CreamPuff @ owJOiR5UW9"" folds",2020-12-05T06:55:27.994Z,160715132799500
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T06:55:27.086Z,160715132708700
"""Dan @ ZB3s47J263"" calls 100",2020-12-05T06:55:20.092Z,160715132009300
"""Linan @ PKTux6PUMb"" folds",2020-12-05T06:55:18.452Z,160715131845300
"""Jen @ XqgTOswofW"" bets 100",2020-12-05T06:55:16.289Z,160715131629000
"river: 8♠, J♠, 6♠, 4♠ [4♦]",2020-12-05T06:55:09.256Z,160715130925900
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T06:55:08.448Z,160715130844900
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:55:05.703Z,160715130570400
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:55:03.184Z,160715130318500
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:55:02.012Z,160715130201200
"""Jen @ XqgTOswofW"" checks",2020-12-05T06:55:01.129Z,160715130113000
"turn: 8♠, J♠, 6♠ [4♠]",2020-12-05T06:54:55.000Z,160715129500200
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T06:54:54.195Z,160715129419600
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:54:53.291Z,160715129329400
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:54:50.392Z,160715129039200
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:54:48.708Z,160715128870800
"""Jen @ XqgTOswofW"" checks",2020-12-05T06:54:47.870Z,160715128787000
"flop:  [8♠, J♠, 6♠]",2020-12-05T06:54:45.358Z,160715128535900
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:54:44.550Z,160715128455100
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T06:54:43.712Z,160715128371300
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T06:54:42.803Z,160715128280300
"""joe @ To7KZmMlPh"" folds",2020-12-05T06:54:41.900Z,160715128190000
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T06:54:41.022Z,160715128102500
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T06:54:39.545Z,160715127954600
"""Linan @ PKTux6PUMb"" posts a big blind of 20",2020-12-05T06:54:38.145Z,160715127814609
"""Jen @ XqgTOswofW"" posts a small blind of 10",2020-12-05T06:54:38.145Z,160715127814608
"Your hand is J♣, K♦",2020-12-05T06:54:38.145Z,160715127814606
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3953) | #2 ""joe @ To7KZmMlPh"" (2249) | #4 ""CreamPuff @ owJOiR5UW9"" (1132) | #6 ""Jen @ XqgTOswofW"" (5230) | #7 ""Linan @ PKTux6PUMb"" (3085) | #8 ""Dan @ ZB3s47J263"" (2233)",2020-12-05T06:54:38.145Z,160715127814601
"-- starting hand #132  (No Limit Texas Hold'em) (dealer: ""CreamPuff @ owJOiR5UW9"") --",2020-12-05T06:54:38.145Z,160715127814600
"""Dan @ ZB3s47J263"" shows a 7♥, Q♣.",2020-12-05T06:54:34.878Z,160715127487900
"""Tim @ OuRDJHZx-C"" shows a 6♥, J♣.",2020-12-05T06:54:33.364Z,160715127336500
"""Linan @ PKTux6PUMb"" shows a 3♦, 5♦.",2020-12-05T06:54:33.085Z,160715127308600
"Undealt cards: 9♣, 8♣, 5♣, A♦ [3♣]",2020-12-05T06:54:32.037Z,160715127203800
"-- ending hand #131 --",2020-12-05T06:54:30.108Z,160715127010902
"""Jen @ XqgTOswofW"" collected 500 from pot",2020-12-05T06:54:30.108Z,160715127010901
"Uncalled bet of 150 returned to ""Jen @ XqgTOswofW""",2020-12-05T06:54:30.108Z,160715127010900
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T06:54:29.301Z,160715126930100
"""Jen @ XqgTOswofW"" bets 150",2020-12-05T06:54:21.476Z,160715126147700
"turn: 9♣, 8♣, 5♣ [A♦]",2020-12-05T06:54:14.604Z,160715125460500
"""CreamPuff @ owJOiR5UW9"" folds",2020-12-05T06:54:13.798Z,160715125379800
"""joe @ To7KZmMlPh"" folds",2020-12-05T06:54:12.875Z,160715125287500
"""Tim @ OuRDJHZx-C"" calls 100",2020-12-05T06:54:11.999Z,160715125200000
"""Dan @ ZB3s47J263"" folds",2020-12-05T06:54:09.152Z,160715124915300
"""Linan @ PKTux6PUMb"" folds",2020-12-05T06:54:08.259Z,160715124826000
"""Jen @ XqgTOswofW"" bets 100",2020-12-05T06:53:58.546Z,160715123854600
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T06:53:54.518Z,160715123451800
"flop:  [9♣, 8♣, 5♣]",2020-12-05T06:53:51.047Z,160715123104800
"""CreamPuff @ owJOiR5UW9"" calls 50",2020-12-05T06:53:50.237Z,160715123024100
"""joe @ To7KZmMlPh"" calls 50",2020-12-05T06:53:49.339Z,160715122933900
"""Tim @ OuRDJHZx-C"" calls 50",2020-12-05T06:53:48.030Z,160715122803100
"""Dan @ ZB3s47J263"" calls 50",2020-12-05T06:53:45.398Z,160715122539900
"""Linan @ PKTux6PUMb"" calls 50",2020-12-05T06:53:44.502Z,160715122450300
"""Jen @ XqgTOswofW"" raises to 50",2020-12-05T06:53:43.160Z,160715122316100
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T06:53:38.159Z,160715121815900
"""joe @ To7KZmMlPh"" calls 20",2020-12-05T06:53:37.256Z,160715121725700
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T06:53:35.999Z,160715121600000
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T06:53:35.106Z,160715121510700
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T06:53:33.640Z,160715121364100
"""Jen @ XqgTOswofW"" posts a big blind of 20",2020-12-05T06:53:30.477Z,160715121047809
"""CreamPuff @ owJOiR5UW9"" posts a small blind of 10",2020-12-05T06:53:30.477Z,160715121047808
"Your hand is 3♦, 5♦",2020-12-05T06:53:30.477Z,160715121047806
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (4103) | #2 ""joe @ To7KZmMlPh"" (2299) | #4 ""CreamPuff @ owJOiR5UW9"" (1182) | #6 ""Jen @ XqgTOswofW"" (4880) | #7 ""Linan @ PKTux6PUMb"" (3135) | #8 ""Dan @ ZB3s47J263"" (2283)",2020-12-05T06:53:30.477Z,160715121047801
"-- starting hand #131  (No Limit Texas Hold'em) (dealer: ""joe @ To7KZmMlPh"") --",2020-12-05T06:53:30.477Z,160715121047800
"""Linan @ PKTux6PUMb"" shows a K♥, 6♥.",2020-12-05T06:53:27.866Z,160715120786700
"-- ending hand #130 --",2020-12-05T06:53:26.859Z,160715120686002
"""Linan @ PKTux6PUMb"" collected 420 from pot",2020-12-05T06:53:26.859Z,160715120686001
"Uncalled bet of 210 returned to ""Linan @ PKTux6PUMb""",2020-12-05T06:53:26.859Z,160715120686000
"""Jen @ XqgTOswofW"" folds",2020-12-05T06:53:26.053Z,160715120605400
"""Linan @ PKTux6PUMb"" bets 210",2020-12-05T06:53:19.564Z,160715119956500
"""Jen @ XqgTOswofW"" checks",2020-12-05T06:53:17.613Z,160715119761400
"river: 6♣, 2♠, 8♥, 10♦ [3♠]",2020-12-05T06:53:15.116Z,160715119512100
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:53:14.310Z,160715119431100
"""Jen @ XqgTOswofW"" checks",2020-12-05T06:53:13.464Z,160715119346400
"turn: 6♣, 2♠, 8♥ [10♦]",2020-12-05T06:53:10.930Z,160715119093200
"""Jen @ XqgTOswofW"" calls 105",2020-12-05T06:53:10.121Z,160715119012200
"""CreamPuff @ owJOiR5UW9"" folds",2020-12-05T06:53:08.413Z,160715118841400
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T06:53:07.479Z,160715118748000
"""Dan @ ZB3s47J263"" folds",2020-12-05T06:53:04.738Z,160715118473900
"""Linan @ PKTux6PUMb"" bets 105",2020-12-05T06:53:03.192Z,160715118319300
"""Jen @ XqgTOswofW"" checks",2020-12-05T06:52:55.176Z,160715117517600
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T06:52:52.176Z,160715117217700
"flop:  [6♣, 2♠, 8♥]",2020-12-05T06:52:50.277Z,160715117027800
"""Jen @ XqgTOswofW"" calls 40",2020-12-05T06:52:49.466Z,160715116946700
"""CreamPuff @ owJOiR5UW9"" calls 40",2020-12-05T06:52:44.530Z,160715116453100
"""joe @ To7KZmMlPh"" folds",2020-12-05T06:52:43.640Z,160715116364100
"""Tim @ OuRDJHZx-C"" calls 40",2020-12-05T06:52:39.504Z,160715115950500
"""Dan @ ZB3s47J263"" calls 40",2020-12-05T06:52:37.388Z,160715115738900
"""Linan @ PKTux6PUMb"" raises to 40",2020-12-05T06:52:33.665Z,160715115366600
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T06:52:27.889Z,160715114789000
"""CreamPuff @ owJOiR5UW9"" posts a big blind of 20",2020-12-05T06:52:26.569Z,160715114657009
"""joe @ To7KZmMlPh"" posts a small blind of 10",2020-12-05T06:52:26.569Z,160715114657008
"Your hand is K♥, 6♥",2020-12-05T06:52:26.569Z,160715114657006
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (4143) | #2 ""joe @ To7KZmMlPh"" (2309) | #4 ""CreamPuff @ owJOiR5UW9"" (1222) | #6 ""Jen @ XqgTOswofW"" (5025) | #7 ""Linan @ PKTux6PUMb"" (2860) | #8 ""Dan @ ZB3s47J263"" (2323)",2020-12-05T06:52:26.569Z,160715114657001
"-- starting hand #130  (No Limit Texas Hold'em) (dealer: ""Tim @ OuRDJHZx-C"") --",2020-12-05T06:52:26.569Z,160715114657000
"""Linan @ PKTux6PUMb"" shows a 6♣, 7♣.",2020-12-05T06:52:24.146Z,160715114414700
"""CreamPuff @ owJOiR5UW9"" shows a 5♠, A♠.",2020-12-05T06:52:23.276Z,160715114327700
"""Jen @ XqgTOswofW"" shows a 6♦, Q♠.",2020-12-05T06:52:22.806Z,160715114280700
"""Tim @ OuRDJHZx-C"" shows a K♥, 2♣.",2020-12-05T06:52:21.143Z,160715114114400
"Undealt cards: A♥, 2♥, 9♠ [5♦, K♣]",2020-12-05T06:52:20.202Z,160715114020300
"-- ending hand #129 --",2020-12-05T06:52:17.848Z,160715113784902
"""CreamPuff @ owJOiR5UW9"" collected 120 from pot",2020-12-05T06:52:17.848Z,160715113784901
"Uncalled bet of 80 returned to ""CreamPuff @ owJOiR5UW9""",2020-12-05T06:52:17.848Z,160715113784900
"""joe @ To7KZmMlPh"" folds",2020-12-05T06:52:17.043Z,160715113704400
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T06:52:16.165Z,160715113616600
"""Dan @ ZB3s47J263"" folds",2020-12-05T06:52:12.644Z,160715113264500
"""Linan @ PKTux6PUMb"" folds",2020-12-05T06:52:11.738Z,160715113173900
"""Jen @ XqgTOswofW"" folds",2020-12-05T06:52:07.933Z,160715112793400
"""CreamPuff @ owJOiR5UW9"" bets 80",2020-12-05T06:52:05.635Z,160715112563600
"""joe @ To7KZmMlPh"" checks",2020-12-05T06:52:02.316Z,160715112231700
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:52:00.475Z,160715112047600
"flop:  [A♥, 2♥, 9♠]",2020-12-05T06:51:58.070Z,160715111807100
"""joe @ To7KZmMlPh"" checks",2020-12-05T06:51:57.253Z,160715111725700
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T06:51:55.737Z,160715111573800
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T06:51:52.883Z,160715111288400
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T06:51:51.945Z,160715111194800
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T06:51:47.111Z,160715110711100
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T06:51:46.272Z,160715110627300
"""joe @ To7KZmMlPh"" posts a big blind of 20",2020-12-05T06:51:44.872Z,160715110487309
"""Tim @ OuRDJHZx-C"" posts a small blind of 10",2020-12-05T06:51:44.872Z,160715110487308
"Your hand is 6♣, 7♣",2020-12-05T06:51:44.872Z,160715110487306
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (4163) | #2 ""joe @ To7KZmMlPh"" (2329) | #4 ""CreamPuff @ owJOiR5UW9"" (1122) | #6 ""Jen @ XqgTOswofW"" (5045) | #7 ""Linan @ PKTux6PUMb"" (2880) | #8 ""Dan @ ZB3s47J263"" (2343)",2020-12-05T06:51:44.872Z,160715110487301
"-- starting hand #129  (No Limit Texas Hold'em) (dealer: ""Dan @ ZB3s47J263"") --",2020-12-05T06:51:44.872Z,160715110487300
"-- ending hand #128 --",2020-12-05T06:51:41.949Z,160715110195002
"""Jen @ XqgTOswofW"" collected 80 from pot",2020-12-05T06:51:41.949Z,160715110195001
"Uncalled bet of 80 returned to ""Jen @ XqgTOswofW""",2020-12-05T06:51:41.949Z,160715110195000
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T06:51:41.144Z,160715110114400
"""Dan @ ZB3s47J263"" folds",2020-12-05T06:51:38.659Z,160715109866000
"""Linan @ PKTux6PUMb"" folds",2020-12-05T06:51:37.766Z,160715109776700
"""Jen @ XqgTOswofW"" bets 80",2020-12-05T06:51:36.234Z,160715109623500
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:51:32.895Z,160715109289600
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:51:30.830Z,160715109083100
"river: 4♥, A♠, A♣, 5♣ [K♠]",2020-12-05T06:51:29.982Z,160715108999700
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:51:29.176Z,160715108917700
"""Jen @ XqgTOswofW"" checks",2020-12-05T06:51:28.336Z,160715108833600
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:51:27.498Z,160715108749900
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:51:25.540Z,160715108554100
"turn: 4♥, A♠, A♣ [5♣]",2020-12-05T06:51:24.664Z,160715108466800
"""Linan @ PKTux6PUMb"" checks",2020-12-05T06:51:23.851Z,160715108385200
"""Jen @ XqgTOswofW"" checks",2020-12-05T06:51:23.004Z,160715108300500
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:51:20.694Z,160715108069500
"""Dan @ ZB3s47J263"" checks",2020-12-05T06:51:18.376Z,160715107837700
"flop:  [4♥, A♠, A♣]",2020-12-05T06:51:16.692Z,160715107669300
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T06:51:15.880Z,160715107588000
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T06:51:14.040Z,160715107404100
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T06:51:13.086Z,160715107309000
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T06:51:12.245Z,160715107224500
"""CreamPuff @ owJOiR5UW9"" folds",2020-12-05T06:51:10.090Z,160715107009100
"""joe @ To7KZmMlPh"" folds",2020-12-05T06:51:08.773Z,160715106877300
"""Tim @ OuRDJHZx-C"" posts a big blind of 20",2020-12-05T06:51:07.277Z,160715106727809
"""Dan @ ZB3s47J263"" posts a small blind of 10",2020-12-05T06:51:07.277Z,160715106727808
"Your hand is 3♠, J♠",2020-12-05T06:51:07.277Z,160715106727806
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (4183) | #2 ""joe @ To7KZmMlPh"" (2329) | #4 ""CreamPuff @ owJOiR5UW9"" (1122) | #6 ""Jen @ XqgTOswofW"" (4985) | #7 ""Linan @ PKTux6PUMb"" (2900) | #8 ""Dan @ ZB3s47J263"" (2363)",2020-12-05T06:51:07.277Z,160715106727801
"-- starting hand #128  (No Limit Texas Hold'em) (dealer: ""Linan @ PKTux6PUMb"") --",2020-12-05T06:51:07.277Z,160715106727800
